property_id,business_id,census_year,industry,clue_area,trading_name,business_address,building_address,seating_type,num_seats,lifespan_years,lifespan_group,lon,lat,businesses_at_property,bias_filter,business_status,analysis_usage,street_address,street_avg_lifespan,street_success_rate,street_median_seats,total_businesses,reliability,street_stats_imputed,competitors_300m,same_industry_300m,other_industry_300m,high_competition,industry_ratio,competition_cat,lifespan_numeric,industry_cafe,log_seats,size_small,size_medium,size_large,comp_300m,same_ind_300m,other_ind_300m,comp_density,industry_dominance,high_comp,very_high_comp,isolated,entry_year_norm,is_recent,dist_cbd,property_crowding,street_phillip_court,street_market_lane,street_rakaia_way,street_street,street_footscray_road,street_faraday_street,street_queens_bridge,street_siddeley_street,street_southbank_boulevard,street_corrs_lane,street_domain_road,street_southgate_avenue,street_whiteman_street,street_newquay_promenade,street_drummond_street,street_liverpool_street,street_errol_street,street_star_crescent,street_pelham_street,street_st_kilda_road,street_albert_street,street_hardware_lane,street_victoria_parade,street_spring_street,street_alfred_place,street_hardware_street,street_heffernan_lane,street_kavanagh_street,street_little_la_trobe_street,street_rose_lane,street_sutherland_street,street_victoria_harbour_promenade,street_waterview_walk,street_docklands_drive,street_rosslyn_street,street_elgin_street,street_spencer_street,street_lorimer_street,street_queen_street,street_waratah_place,street_little_lonsdale_street,street_lonsdale_street,street_la_trobe_street,street_clarendon_street,street_a_beckett_street,street_therry_street,street_mckillop_street,on_best_street,on_worst_street
100338,13,2012,Cafes,East Melbourne,Vecci Cafe,"Part Ground , 486 Albert Street EAST MELBOURNE 3002",486-492 Albert Street EAST MELBOURNE 3002,Mixed,48,4,3-5 yrs,144.97444890205,-37.80900525818798,1,FALSE,Closed Business,Use in All Analysis,Albert Street,8.1875,25,49,16,High (10+),FALSE,19,18,0,1,0.9,Medium (16-30),4,1,3.8918202981106265,0,1,0,19,18,0,0.19,0.9,0,0,0,0.47619047619047616,0,1.3590554159287889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100339,14,2002,Cafes,East Melbourne,Albert St Deli,"Ground 1, 478-480 Albert Street EAST MELBOURNE 3002",478-484 Albert Street EAST MELBOURNE 3002,Mixed,71,18,>12 yrs,144.9746894220705,-37.80907172223584,1,FALSE,Long-term Success (Closed),Use in All Analysis,Albert Street,8.1875,25,49,16,High (10+),FALSE,8,8,-1,0,0.8888888888888888,Low (6-15),18,1,4.276666119016055,0,1,0,8,8,-1,0.08,0.8888888888888888,0,0,0,0,0,1.3811362215054417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100353,15,2007,Cafes,East Melbourne,Degani Bakery Cafe,"Shop 1, 372-380 Albert Street EAST MELBOURNE 3002",372-380 Albert Street EAST MELBOURNE 3002,Mixed,56,15,>12 yrs,144.97871428891156,-37.8096405479554,1,FALSE,Long-term Success (Closed),Use in All Analysis,Albert Street,8.1875,25,49,16,High (10+),FALSE,9,8,0,0,0.8,Low (6-15),15,1,4.04305126783455,0,1,0,9,8,0,0.09,0.8,0,0,0,0.23809523809523808,0,1.788041799554165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100355,16,2002,Cafes,East Melbourne,Le Gourmet Restaurant,366 Albert Street EAST MELBOURNE 3002,364-366 Albert Street EAST MELBOURNE 3002,Seats - Indoor,38,12,9-12 yrs,144.97911008840146,-37.80957905878057,1,FALSE,Closed Business,Use in All Analysis,Albert Street,8.1875,25,49,16,High (10+),FALSE,3,2,0,0,0.5,Very Low (1-5),12,1,3.6635616461296463,1,0,0,3,2,0,0.03,0.5,0,0,0,0,0,1.8323101171751424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100360,17,2003,Cafes,East Melbourne,Chefscene,Part 300 Albert Street EAST MELBOURNE 3002,300 Albert Street EAST MELBOURNE 3002,Seats - Indoor,700,9,9-12 yrs,144.9820068094666,-37.80962827599175,1,FALSE,Closed Business,Use in All Analysis,Albert Street,8.1875,25,49,16,High (10+),FALSE,6,5,0,0,0.7142857142857143,Low (6-15),9,1,6.55250788703459,0,0,1,6,5,0,0.06,0.7142857142857143,0,0,0,0.047619047619047616,0,2.1444614995723685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100373,18,2002,Cafes,East Melbourne,Jq's Cafe,84 Albert Street EAST MELBOURNE 3002,84-90 Albert Street EAST MELBOURNE 3002,Mixed,30,12,9-12 yrs,144.98818579910744,-37.81047295637866,1,FALSE,Closed Business,Use in All Analysis,Albert Street,8.1875,25,49,16,High (10+),FALSE,0,0,-1,0,0,Isolated,12,1,3.4339872044851463,1,0,0,0,0,-1,0,0,0,0,1,0,0,2.8060741133687728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100373,19,2016,Takeaway,East Melbourne,Chi Cafe,"Unit 54, Ground , 90 Albert Street EAST MELBOURNE 3002",84-90 Albert Street EAST MELBOURNE 3002,Mixed,20,2,1-2 yrs,144.98818579910744,-37.81047295637866,1,FALSE,Closed Business,Use in All Analysis,Albert Street,8.1875,25,49,16,High (10+),FALSE,7,1,5,0,0.125,Low (6-15),2,0,3.044522437723423,1,0,0,7,1,5,0.07,0.125,0,0,0,0.6666666666666666,1,2.8060741133687728,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100398,20,2008,Cafes,Melbourne (CBD),Comme,"Gnd & Flr1 , 7-19 Alfred Place MELBOURNE 3000",7-19 Alfred Place MELBOURNE 3000,Mixed,124,7,6-8 yrs,144.96991042320002,-37.81401281890811,1,FALSE,Closed Business,Use in All Analysis,Alfred Place,3.2,0,124,5,Medium (5-9),FALSE,208,177,30,1,0.84688995215311,Very High (>50),7,1,4.8283137373023015,0,0,1,208,177,30,2.08,0.84688995215311,1,1,0,0.2857142857142857,0,0.7573444965217201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100398,21,2017,Cafes,Melbourne (CBD),Fratelli Fresh,"Ground , 7-19 Alfred Place MELBOURNE 3000",7-19 Alfred Place MELBOURNE 3000,Seats - Indoor,100,2,1-2 yrs,144.9699104238,-37.8140128186636,2,FALSE,Closed Business,Use in All Analysis,Alfred Place,3.2,0,124,5,Medium (5-9),FALSE,405,338,66,1,0.8325123152709359,Very High (>50),2,1,4.61512051684126,0,0,1,405,338,66,4.05,0.8325123152709359,1,1,0,0.7142857142857143,1,0.7573445613555936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100398,22,2019,Cafes,Melbourne (CBD),Rockpool Events & Catering,"Gnd & Flr1 , 7-19 Alfred Place MELBOURNE 3000",7-19 Alfred Place MELBOURNE 3000,Seats - Indoor,185,3,3-5 yrs,144.9699104238,-37.8140128186636,1,FALSE,Closed Business,Use in All Analysis,Alfred Place,3.2,0,124,5,Medium (5-9),FALSE,446,372,73,1,0.8322147651006712,Very High (>50),3,1,5.225746673713202,0,0,1,446,372,73,4.46,0.8322147651006712,1,1,0,0.8095238095238095,1,0.7573445613555936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100398,23,2015,Cafes,Melbourne (CBD),Stokehouse Restaurant,"Gnd & Flr1 , 7 Alfred Place MELBOURNE 3000",7-19 Alfred Place MELBOURNE 3000,Mixed,190,2,1-2 yrs,144.9699104238,-37.8140128186636,1,FALSE,Closed Business,Use in All Analysis,Alfred Place,3.2,0,124,5,Medium (5-9),FALSE,361,300,60,1,0.8287292817679558,Very High (>50),2,1,5.25227342804663,0,0,1,361,300,60,3.61,0.8287292817679558,1,1,0,0.6190476190476191,1,0.7573445613555936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100398,24,2017,Cafes,Melbourne (CBD),The Cut Steakhouse,"Level 1, 7-19 Alfred Place MELBOURNE 3000",7-19 Alfred Place MELBOURNE 3000,Seats - Indoor,85,2,1-2 yrs,144.9699104238,-37.8140128186636,2,FALSE,Closed Business,Use in All Analysis,Alfred Place,3.2,0,124,5,Medium (5-9),FALSE,405,338,66,1,0.8325123152709359,Very High (>50),2,1,4.454347296253507,0,0,1,405,338,66,4.05,0.8325123152709359,1,1,0,0.7142857142857143,1,0.7573445613555936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100440,25,2012,Cafes,West Melbourne (Residential),Roller Door Cafe,11-8 Anderson Street WEST MELBOURNE 3003,6-8 Anderson Street WEST MELBOURNE 3003,Mixed,25,10,9-12 yrs,144.94212996079926,-37.8059208077,1,FALSE,Closed Business,Use in All Analysis,Anderson Street,10,0,25,1,Very Low (1-2),FALSE,8,4,3,0,0.4444444444444444,Low (6-15),10,1,3.258096538021482,1,0,0,8,4,3,0.08,0.4444444444444444,0,0,0,0.47619047619047616,0,2.4788378701267635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100508,27,2006,Cafes,Kensington,Ardten Bliss Cafe,330 Arden Street KENSINGTON 3031,330-344 Arden Street KENSINGTON 3031,Mixed,17,2,1-2 yrs,144.9349783877235,-37.799008507284455,1,FALSE,Closed Business,Use in All Analysis,Arden Street,6.333333333333333,33.33333333333333,17,3,Low (3-4),FALSE,0,0,-1,0,0,Isolated,2,1,2.8903717578961645,1,0,0,0,0,-1,0,0,0,0,1,0.19047619047619047,0,3.516680300062359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100508,28,2008,Takeaway,Kensington,Memphis Blues Cafe,330 Arden Street KENSINGTON 3031,330-344 Arden Street KENSINGTON 3031,Mixed,17,15,>12 yrs,144.93496900656217,-37.799007049500005,1,FALSE,Long-term Success (Closed),Use in All Analysis,Arden Street,6.333333333333333,33.33333333333333,17,3,Low (3-4),FALSE,1,0,0,0,0,Very Low (1-5),15,0,2.8903717578961645,1,0,0,1,0,0,0.01,0,0,0,0,0.2857142857142857,0,3.517679135293467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100592,30,2016,Cafes,North Melbourne,Saluministi,"Part Ground 0, 8-0 Atkin Street NORTH MELBOURNE 3051",6-12 Atkin Street NORTH MELBOURNE 3051,Mixed,46,2,1-2 yrs,144.9486478258051,-37.80374324702311,1,FALSE,Closed Business,Use in All Analysis,Atkin Street,2,0,46,1,Very Low (1-2),FALSE,80,62,17,1,0.7654320987654321,Very High (>50),2,1,3.8501476017100584,0,1,0,80,62,17,0.8,0.7654320987654321,1,1,0,0.6666666666666666,1,1.941773347543868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100729,31,2008,Cafes,Melbourne (CBD),Curry Vault,18 Bank Place MELBOURNE 3000,18-20 Bank Place MELBOURNE 3000,Mixed,66,16,>12 yrs,144.9605228105418,-37.81642901225,1,FALSE,Long-term Success (Operating),Use in All Analysis,Bank Place,11,50,83.5,4,Low (3-4),FALSE,217,179,37,1,0.8211009174311926,Very High (>50),16,1,4.204692619390966,0,1,0,217,179,37,2.17,0.8211009174311926,1,1,0,0.2857142857142857,0,0.4247866570949329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100729,32,2002,Cafes,Melbourne (CBD),The Vault Bar & Restaurant,18 Bank Place MELBOURNE 3000,18-20 Bank Place MELBOURNE 3000,Seats - Indoor,80,6,6-8 yrs,144.96053227095575,-37.8164303690187,1,FALSE,Closed Business,Use in All Analysis,Bank Place,11,50,83.5,4,Low (3-4),FALSE,94,83,10,1,0.8736842105263158,Very High (>50),6,1,4.394449154672439,0,1,0,94,83,10,0.94,0.8736842105263158,1,1,0,0,0,0.4241917134192539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100731,33,2002,Cafes,Melbourne (CBD),La Cantina,"Basement , 8 Bank Place MELBOURNE 3000",4-10 Bank Place MELBOURNE 3000,Mixed,87,4,3-5 yrs,144.96065550181328,-37.816692950117435,1,FALSE,Closed Business,Use in All Analysis,Bank Place,11,50,83.5,4,Low (3-4),FALSE,93,83,9,1,0.8829787234042553,Very High (>50),4,1,4.477336814478207,0,0,1,93,83,9,0.93,0.8829787234042553,1,1,0,0,0,0.4375978695765554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100731,34,2006,Cafes,Melbourne (CBD),Treviso,"Basement , 8 Bank Place MELBOURNE 3000",4-10 Bank Place MELBOURNE 3000,Mixed,105,18,>12 yrs,144.9606555018131,-37.816692950117435,1,FALSE,Long-term Success (Operating),Use in All Analysis,Bank Place,11,50,83.5,4,Low (3-4),FALSE,172,147,24,1,0.8497109826589595,Very High (>50),18,1,4.663439094112067,0,0,1,172,147,24,1.72,0.8497109826589595,1,1,0,0.19047619047619047,0,0.43759786958829244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100847,35,2002,Cafes,Melbourne (Remainder),Delaware North Australia,Part 0-0 Batman Avenue MELBOURNE 3004,Batman Avenue MELBOURNE 3004,Mixed,4970,8,6-8 yrs,144.97911103405852,-37.82121117322471,1,FALSE,Closed Business,Use in All Analysis,Batman Avenue,5,0,2493,2,Very Low (1-2),FALSE,0,0,-1,0,0,Isolated,8,1,8.511376306094673,0,0,1,0,0,-1,0,0,0,0,1,0,0,1.967811711307588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100852,36,2002,Cafes,West Melbourne (Residential),Western Coffee Lounge,357 Batman Street WEST MELBOURNE 3003,83-113 Batman Street WEST MELBOURNE 3003,Mixed,36,3,3-5 yrs,144.95010226432044,-37.81173000893001,1,FALSE,Closed Business,Use in All Analysis,Batman Street,2,0,33,2,Very Low (1-2),FALSE,7,7,-1,0,0.875,Low (6-15),3,1,3.6109179126442243,1,0,0,7,7,-1,0.07,0.875,0,0,0,0,0,1.4576037152044379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101048,37,2007,Cafes,Carlton,Garage Cafe & Bar,"Part Ground , 213 Berkeley Street MELBOURNE 3000",221 Berkeley Street MELBOURNE 3000,Seats - Indoor,70,11,9-12 yrs,144.95842015651016,-37.80041144719831,1,FALSE,Closed Business,Use in All Analysis,Berkeley Street,10.25,25,85,4,Low (3-4),FALSE,8,7,0,0,0.7777777777777778,Low (6-15),11,1,4.2626798770413155,0,1,0,8,7,0,0.08,0.7777777777777778,0,0,0,0.23809523809523808,0,1.5533610640154216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101059,39,2012,Cafes,Carlton,Middle Fish,122-128 Berkeley Street CARLTON 3053,122-128 Berkeley Street CARLTON 3053,Seats - Indoor,60,6,6-8 yrs,144.95900008487786,-37.80257633265,1,FALSE,Closed Business,Use in All Analysis,Berkeley Street,10.25,25,85,4,Low (3-4),FALSE,31,24,6,1,0.75,High (31-50),6,1,4.110873864173311,0,1,0,31,24,6,0.31,0.75,1,0,0,0.47619047619047616,0,1.3055154749928302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101061,40,2009,Cafes,Carlton,Seven Seeds Specialty Coffee,106-114 Berkeley Street CARLTON 3053,106-114 Berkeley Street CARLTON 3053,Mixed,100,15,>12 yrs,144.95912711285,-37.80287780719873,1,FALSE,Long-term Success (Operating),Use in All Analysis,Berkeley Street,10.25,25,85,4,Low (3-4),FALSE,28,21,6,1,0.7241379310344828,Medium (16-30),15,1,4.61512051684126,0,0,1,28,21,6,0.28,0.7241379310344828,0,0,0,0.3333333333333333,0,1.2692365889728081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101097,41,2002,Takeaway,Melbourne (CBD),Segovia,36 Block Place MELBOURNE 3000,34-36 Block Place MELBOURNE 3000,Mixed,21,16,>12 yrs,144.96439959370667,-37.81526969246955,1,FALSE,Long-term Success (Closed),Use in All Analysis,Block Place,7.8,20,62,5,Medium (5-9),FALSE,154,33,120,1,0.2129032258064516,Very High (>50),16,0,3.091042453358316,1,0,0,154,33,120,1.54,0.2129032258064516,1,1,0,0,0,0.23485923256030564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
