property_id,business_id,census_year,industry,clue_area,trading_name,business_address,building_address,seating_type,num_seats,lifespan_years,lifespan_group,lon,lat,businesses_at_property,bias_filter,business_status,analysis_usage,street_address,total_businesses_on_street,street_reliability,competitors_50m,same_industry_50m,other_industry_50m,competition_50m_category,high_competition_50m,isolated_location,street_quality,on_prime_street,on_poor_street,industry_ratio_50m,size_category,dist_from_cbd_km,is_current_business,high_risk_location,favorable_location,competitors_200m,same_industry_200m,other_industry_200m,competition_200m_category,high_competition_200m,industry_ratio_200m,true_current_comp_200m,true_current_comp_50m,start_year_filter,street_avg_lifespan,street_success_rate,street_median_seats,complete_lifespan
100112,3,2010,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.9465069430906,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733619005032823,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2011,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694307907,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.473361901,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2012,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694307907,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.473361901,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2013,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2014,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2015,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2016,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94651642273988,-37.79872926,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.472470976644123,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2017,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2018,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2019,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE 3051,340-348 Abbotsford Street NORTH MELBOURNE 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2020,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE VIC 3051,340-348 Abbotsford Street NORTH MELBOURNE VIC 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2021,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE VIC 3051,340-348 Abbotsford Street NORTH MELBOURNE VIC 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2022,Takeaway,North Melbourne,Papa Guiseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE VIC 3051,340-348 Abbotsford Street NORTH MELBOURNE VIC 3051,Mixed,20,22,>12 yrs,144.94650694321194,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733618904742034,0,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100112,3,2023,Takeaway,North Melbourne,Papa Giuseppe Pizza & Pasta,340 Abbotsford Street NORTH MELBOURNE VIC 3051,340-348 Abbotsford Street NORTH MELBOURNE VIC 3051,Seats - Indoor,8,22,>12 yrs,144.9465069031063,-37.79872781,1,FALSE,Long-term Success (Operating),Use in All Analysis,Abbotsford Street,3,Low (3-4),0,0,0,Isolated (0),0,1,Excellent (Top 20%),1,0,NA,Small (≤30),2.4733652055270094,1,0,1,2,2,0,Very Low (1-5),0,1,3,0,TRUE,22,100,12,FALSE
100153,4,2011,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.96207394880005,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127927317382064,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2012,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.96207394880005,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127927317382064,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2013,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2014,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2015,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2016,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.96208340239076,-37.80909701,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5124112710943511,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2017,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2018,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2019,Cafes,Melbourne (CBD),Darac Grill & Bar,"Ground , 53 A'Beckett Street MELBOURNE 3000",51-53 A'Beckett Street MELBOURNE 3000,Mixed,49,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2020,Cafes,Melbourne (CBD),Darac Grill & Bar,Ground 53 A'Beckett Street MELBOURNE VIC 3000,51-53 A'Beckett Street MELBOURNE VIC 3000,Mixed,53,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2021,Cafes,Melbourne (CBD),Darac Grill & Bar,Ground 53 A'Beckett Street MELBOURNE VIC 3000,51-53 A'Beckett Street MELBOURNE VIC 3000,Mixed,53,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2022,Cafes,Melbourne (CBD),Darac,Ground 53 A'Beckett Street MELBOURNE VIC 3000,51-53 A'Beckett Street MELBOURNE VIC 3000,Mixed,50,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,0,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100153,4,2023,Cafes,Melbourne (CBD),Darac,Ground 53 A'Beckett Street MELBOURNE VIC 3000,51-53 A'Beckett Street MELBOURNE VIC 3000,Mixed,50,13,>12 yrs,144.9620739,-37.80909563,1,FALSE,Long-term Success (Operating),Use in All Analysis,A'beckett Street,11,High (10+),2,2,0,Very Low (1-2),0,0,Average (40-60%),0,0,1,Medium (31-60),0.5127939348422453,1,0,1,84,66,18,Very High (>50),1,0.7857142857142857,44,7,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,FALSE
100167,5,2002,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96002373685914,-37.80912865,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6024382808324976,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2003,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96002373685914,-37.80912865,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6024382808324976,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2004,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96002373685914,-37.80912865,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6024382808324976,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2005,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96002373685914,-37.80912865,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6024382808324976,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2006,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96002373685914,-37.80912865,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6024382808324976,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2007,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96002373685914,-37.80912865,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6024382808324976,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2008,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96001426729998,-37.80912727,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6031607626744656,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2009,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96001426729998,-37.80912727,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6031607626744656,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2010,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,118,13,>12 yrs,144.96001426729998,-37.80912727,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Very Large (>100),0.6031607626744656,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2011,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,87,13,>12 yrs,144.9600143,-37.80912727,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Large (61-100),0.6031587014857219,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2012,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,87,13,>12 yrs,144.9600143,-37.80912727,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Large (61-100),0.6031587014857219,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
100167,5,2013,Cafes,Melbourne (CBD),Cafe 108,106 A'Beckett Street MELBOURNE 3000,106-116 A'Beckett Street MELBOURNE 3000,Mixed,87,13,>12 yrs,144.96001426700002,-37.80912726,1,FALSE,Long-term Success (Closed),Use in All Analysis,A'beckett Street,11,High (10+),4,3,1,Low (3-5),0,0,Average (40-60%),0,0,0.75,Large (61-100),0.6031616952445231,0,0,1,22,20,2,Medium (16-30),0,0.9090909090909092,NA,NA,TRUE,5.454545454545454,18.181818181818183,84.81818181818181,TRUE
